Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
3200,9070,344,1113434041900,3.872,115.679,6042820.863,2133182.96,14.3,6.9,2,51.4,7.02,1,,,,,,,3197,0,47.85,0.93,i-80
3170,9070,356,1113434041900,4.197,517.152,6042771.897,2133581.44,15.3,6.4,2,42.64,11.2,1,,,,,,,3162,3173,86.23,2.02,i-80
3151,9070,352,1113434041900,3.726,727.3,6042745.283,2133789.902,14.4,5.9,2,39.92,-0.12,1,,,,,,,3146,3158,66.78,1.67,i-80
3162,9070,354,1113434041900,5.783,603.386,6042762.752,2133667.199,15.3,6.9,2,41.56,4.81,1,,,,,,,3158,3170,64.57,1.55,i-80
3187,9070,344,1113434041900,4.741,264.055,6042803.444,2133330.344,16.3,6.9,2,47.93,-11.2,1,,,,,,,3180,3178,93.34,1.95,i-80
3173,9070,351,1113434041900,4.286,433.858,6042782.109,2133498.821,14.3,7.4,2,40.98,-9.1,1,,,,,,,3170,3180,83.29,2.03,i-80
3180,9070,351,1113434041900,4.588,357.397,6042791.944,2133423.157,15.8,6.9,2,38.67,11.2,1,,,,,,,3173,3187,76.46,1.98,i-80
3197,9070,343,1113434041900,4.728,163.534,6042815.789,2133230.557,14.8,6.9,2,47.94,11.2,1,,,,,,,3178,3200,8.38,0.17,i-80
3146,9070,361,1113434041900,4.888,794.083,6042737.783,2133856.299,16.8,7.4,2,34.16,11.2,1,,,,,,,3135,3151,97.0,2.84,i-80
3200,9080,344,1113434042900,3.934,168.34,6042814.408,2133235.235,14.3,6.9,2,52.77,0.04,1,,,,,,,3197,3205,45.75,0.87,i-80
3170,9080,356,1113434042900,4.262,561.394,6042766.481,2133625.36,15.3,6.4,2,45.0,0.0,1,,,,,,,3162,3173,84.42,1.88,i-80
3162,9080,354,1113434042900,6.283,645.812,6042757.991,2133709.367,15.3,6.9,2,42.63,0.13,1,,,,,,,3158,3170,64.48,1.51,i-80
3151,9080,352,1113434042900,3.839,767.279,6042740.234,2133829.583,14.4,5.9,2,40.0,0.0,1,,,,,,,3146,3158,66.65,1.67,i-80
3187,9080,344,1113434042900,5.245,305.785,6042799.01,2133371.847,16.3,6.9,2,40.27,-0.97,1,,,,,,,3180,3178,93.91,2.33,i-80
3146,9080,361,1113434042900,4.646,833.927,6042732.245,2133895.833,16.8,7.4,2,40.59,11.2,1,,,,,,,3135,3151,107.14,2.64,i-80
3158,9080,347,1113434042900,2.868,710.291,6042746.571,2133772.831,13.8,6.3,2,43.42,-11.2,1,,,,,,,3151,3162,56.99,1.31,i-80
3180,9080,351,1113434042900,4.604,399.697,6042786.829,2133464.644,15.8,6.9,2,40.97,-11.2,1,,,,,,,3173,3187,75.21,1.84,i-80
3173,9080,351,1113434042900,4.219,474.909,6042777.084,2133539.512,14.3,7.4,2,39.95,0.24,1,,,,,,,3170,3180,86.49,2.16,i-80
3197,9080,343,1113434042900,4.149,214.095,6042808.976,2133280.666,14.8,6.9,2,50.93,0.0,1,,,,,,,3178,3200,14.76,0.29,i-80
3187,9090,344,1113434043900,4.866,344.431,6042793.869,2133410.105,16.3,6.9,2,37.61,1.73,1,,,,,,,3180,3197,94.99,2.53,i-80
3170,9090,356,1113434043900,4.359,605.386,6042761.089,2133669.021,15.3,6.4,2,38.63,11.2,1,,,,,,,3162,3173,83.08,2.15,i-80
3146,9090,361,1113434043900,4.967,877.195,6042726.612,2133938.711,16.8,7.4,2,40.45,-4.18,1,,,,,,,3135,3151,114.36,2.83,i-80
3151,9090,352,1113434043900,4.034,807.266,6042735.185,2133869.263,14.4,5.9,2,40.0,0.0,1,,,,,,,3146,3158,69.93,1.75,i-80
3173,9090,351,1113434043900,4.206,514.911,6042772.181,2133579.21,14.3,7.4,2,38.54,11.2,1,,,,,,,3170,3180,90.48,2.35,i-80
3162,9090,354,1113434043900,4.794,688.465,6042751.202,2133751.507,15.3,6.9,2,42.52,1.15,1,,,,,,,3158,3170,62.31,1.47,i-80
3180,9090,351,1113434043900,4.535,439.419,6042781.682,2133504.31,15.8,6.9,2,38.54,11.2,1,,,,,,,3173,3187,75.49,1.96,i-80
3158,9090,347,1113434043900,2.534,750.779,6042741.078,2133813.053,13.8,6.3,2,40.0,0.0,1,,,,,,,3151,3162,56.49,1.41,i-80
3197,9090,343,1113434043900,3.441,265.045,6042802.041,2133331.131,14.8,6.9,2,54.41,-11.2,1,,,,,,,3187,3200,79.39,1.46,i-80
3200,9090,344,1113434043900,3.797,216.108,6042809.44,2133274.076,14.3,6.9,2,0.0,-0.06,1,,,,,,,3197,3205,48.94,9999.99,i-80
3162,9100,354,1113434044900,2.915,730.68,6042744.053,2133793.169,15.3,6.9,2,39.02,-0.17,1,,,,,,,3158,3170,60.09,1.54,i-80
3200,9100,344,1113434044900,3.774,247.147,6042804.532,2133313.418,14.3,6.9,2,45.13,0.81,1,,,,,,,3197,3205,59.64,1.32,i-80
3158,9100,347,1113434044900,2.676,790.771,6042736.029,2133852.733,13.8,6.3,2,39.98,0.08,1,,,,,,,3151,3162,57.33,1.43,i-80
3197,9100,343,1113434044900,2.756,306.783,6042796.398,2133372.728,14.8,6.9,2,40.31,11.2,1,,,,,,,3178,3200,38.22,0.95,i-80
3187,9100,344,1113434044900,4.651,383.402,6042788.773,2133448.823,16.3,6.9,2,40.72,-5.86,1,,,,,,,3180,3178,96.25,2.36,i-80
3180,9100,351,1113434044900,4.452,479.654,6042776.712,2133544.466,15.8,6.9,2,40.93,11.2,1,,,,,,,3173,3187,75.52,1.85,i-80
3173,9100,351,1113434044900,4.235,555.178,6042767.233,2133619.174,14.3,7.4,2,42.41,11.2,1,,,,,,,3170,3180,90.47,2.13,i-80
3151,9100,352,1113434044900,4.4,848.1,6042730.084,2133909.805,14.4,5.9,2,42.9,-0.34,1,,,,,,,3146,3158,71.1,1.66,i-80
3146,9100,361,1113434044900,4.922,919.195,6042720.458,2133980.269,16.8,7.4,2,49.52,2.92,1,,,,,,,3135,3151,124.75,2.52,i-80
3170,9100,356,1113434044900,4.901,645.648,6042756.614,2133709.245,15.3,6.4,2,40.94,11.2,1,,,,,,,3162,3173,85.03,2.08,i-80
3180,9110,351,1113434045900,4.443,520.172,6042771.748,2133584.66,15.8,6.9,2,40.99,7.71,1,,,,,,,3173,3187,79.27,1.93,i-80
3170,9110,356,1113434045900,4.8,687.657,6042751.31,2133750.7,15.3,6.4,2,47.17,1.47,1,,,,,,,3162,3173,82.28,1.74,i-80
3187,9110,344,1113434045900,4.519,420.857,6042784.176,2133485.939,16.3,6.9,2,34.54,11.2,1,,,,,,,3180,3178,99.31,2.88,i-80
3146,9110,361,1113434045900,4.711,969.051,6042712.892,2134029.568,16.8,7.4,2,50.0,0.0,1,,,,,,,3135,3151,136.28,2.73,i-80
3173,9110,351,1113434045900,4.348,599.445,6042761.802,2133663.247,14.3,7.4,2,41.5,10.9,1,,,,,,,3170,3180,88.21,2.13,i-80
3151,9110,352,1113434045900,4.613,889.777,6042724.466,2133951.301,14.4,5.9,2,41.26,11.2,1,,,,,,,3146,3158,79.27,1.92,i-80
3197,9110,343,1113434045900,2.827,347.886,6042791.395,2133413.428,14.8,6.9,2,37.19,7.34,1,,,,,,,3178,3200,55.3,1.49,i-80
3158,9110,347,1113434045900,2.923,830.632,6042730.985,2133892.257,13.8,6.3,2,41.48,10.47,1,,,,,,,3151,3162,59.15,1.43,i-80
3200,9110,344,1113434045900,3.345,290.099,6042798.951,2133356.272,14.3,6.9,2,35.84,11.2,1,,,,,,,3197,3205,57.79,1.61,i-80
3162,9110,354,1113434045900,2.821,769.939,6042738.88,2133832.085,15.3,6.9,2,41.39,0.61,1,,,,,,,3158,3170,60.69,1.47,i-80
3146,9120,361,1113434046900,5.263,1019.036,6042706.062,2134079.102,16.8,7.4,2,49.99,-0.93,1,,,,,,,3135,3151,143.76,2.88,i-80
3187,9120,344,1113434046900,4.503,459.188,6042779.29,2133523.722,16.3,6.9,2,38.95,-11.2,1,,,,,,,3178,3197,4.65,0.12,i-80
3173,9120,351,1113434046900,4.411,643.9,6042756.37,2133707.238,14.3,7.4,2,45.0,0.0,1,,,,,,,3170,3180,90.38,2.01,i-80
3151,9120,352,1113434046900,4.66,934.189,6042717.984,2133995.079,14.4,5.9,2,45.0,-0.07,1,,,,,,,3146,3158,84.85,1.89,i-80
3162,9120,354,1113434046900,3.357,811.524,6042733.949,2133873.392,15.3,6.9,2,42.46,0.24,1,,,,,,,3158,3170,62.18,1.46,i-80
3197,9120,343,1113434046900,2.914,386.752,6042786.689,2133451.585,14.8,6.9,2,38.07,-11.2,1,,,,,,,3187,3200,72.44,1.9,i-80
3158,9120,347,1113434046900,3.461,873.706,6042725.605,2133935.038,13.8,6.3,2,40.12,-0.68,1,,,,,,,3151,3162,60.48,1.51,i-80
3200,9120,344,1113434046900,3.801,329.174,6042794.729,2133394.639,14.3,6.9,2,38.94,-11.2,1,,,,,,,3197,3205,57.58,1.48,i-80
3180,9120,351,1113434046900,4.519,562.169,6042766.666,2133625.945,15.8,6.9,2,43.95,-11.2,1,,,,,,,3173,3178,81.73,1.86,i-80
3170,9120,356,1113434046900,3.476,734.278,6042744.151,2133796.811,15.3,6.4,2,44.98,0.14,1,,,,,,,3162,3173,77.25,1.72,i-80
3146,9130,361,1113434047900,6.052,1072.715,6042698.659,2134132.284,16.8,7.4,2,60.07,9.43,1,,,,,,,3135,3151,149.24,2.48,i-80
3151,9130,352,1113434047900,4.951,979.881,6042711.54,2134040.256,14.4,5.9,2,46.76,-11.2,1,,,,,,,3146,3158,92.83,1.99,i-80
3187,9130,344,1113434047900,4.46,497.977,6042774.505,2133562.431,16.3,6.9,2,39.17,4.21,1,,,,,,,3178,3197,28.07,0.72,i-80
3180,9130,351,1113434047900,4.61,605.968,6042761.267,2133669.617,15.8,6.9,2,44.15,4.4,1,,,,,,,3173,3178,83.79,1.9,i-80
3197,9130,343,1113434047900,2.89,425.929,6042781.841,2133490.79,14.8,6.9,2,38.92,6.84,1,,,,,,,3187,3200,72.05,1.85,i-80
3173,9130,351,1113434047900,4.119,689.757,6042750.37,2133752.707,14.3,7.4,2,49.32,-0.13,1,,,,,,,3170,3180,89.5,1.81,i-80
3200,9130,344,1113434047900,3.876,367.9,6042789.964,2133433.176,14.3,6.9,2,42.81,-7.31,1,,,,,,,3197,3205,58.03,1.36,i-80
3170,9130,356,1113434047900,3.628,779.257,6042738.502,2133841.208,15.3,6.4,2,43.12,-11.2,1,,,,,,,3162,3173,75.06,1.74,i-80
3158,9130,347,1113434047900,2.83,915.09,6042718.991,2133975.925,13.8,6.3,2,44.72,1.41,1,,,,,,,3151,3162,64.79,1.45,i-80
3162,9130,354,1113434047900,4.356,854.316,6042729.177,2133915.969,15.3,6.9,2,44.63,2.31,1,,,,,,,3158,3170,60.77,1.36,i-80
3187,9140,344,1113434048900,4.455,537.9,6042769.609,2133602.068,16.3,6.9,2,38.53,11.2,1,,,,,,,3178,3197,48.28,1.25,i-80
3200,9140,344,1113434048900,3.825,407.975,6042785.039,2133473.048,14.3,6.9,2,38.17,11.2,1,,,,,,,3197,3205,58.3,1.53,i-80
3158,9140,347,1113434048900,2.665,960.134,6042712.194,2134020.379,13.8,6.3,2,42.87,11.2,1,,,,,,,3151,3162,67.95,1.59,i-80
3173,9140,351,1113434048900,2.987,737.27,6042743.278,2133799.717,14.3,7.4,2,45.0,0.0,1,,,,,,,3170,3180,85.3,1.9,i-80
3146,9140,361,1113434048900,5.885,1129.939,6042689.734,2134188.853,16.8,7.4,2,54.68,4.2,1,,,,,,,3135,3151,156.99,2.87,i-80
3197,9140,343,1113434048900,2.992,466.272,6042776.922,2133530.68,14.8,6.9,2,39.71,7.04,1,,,,,,,3187,3200,71.63,1.8,i-80
3170,9140,356,1113434048900,3.896,822.573,6042733.027,2133884.338,15.3,6.4,2,40.69,-2.56,1,,,,,,,3162,3173,75.71,1.86,i-80
3151,9140,352,1113434048900,5.034,1028.085,6042704.438,2134088.156,14.4,5.9,2,46.7,10.05,1,,,,,,,3146,3158,101.85,2.18,i-80
3180,9140,351,1113434048900,4.667,650.899,6042755.759,2133714.216,15.8,6.9,2,45.03,-0.3,1,,,,,,,3173,3178,86.37,1.92,i-80
3162,9140,354,1113434048900,3.213,898.284,6042721.85,2133959.35,15.3,6.9,2,38.81,5.92,1,,,,,,,3158,3170,61.85,1.59,i-80
3151,9150,352,1113434049900,6.035,1081.456,6042697.3,2134140.983,14.4,5.9,2,62.05,-11.2,1,,,,,,,3146,3158,103.53,1.67,i-80
3197,9150,343,1113434049900,2.967,508.661,6042771.742,2133572.647,14.8,6.9,2,44.04,-11.2,1,,,,,,,3187,3200,70.3,1.6,i-80
3180,9150,351,1113434049900,4.12,697.78,6042749.364,2133760.689,15.8,6.9,2,51.12,8.31,1,,,,,,,3173,3178,84.49,1.65,i-80
3173,9150,351,1113434049900,3.14,782.267,6042737.598,2133844.357,14.3,7.4,2,46.41,-11.2,1,,,,,,,3170,3180,84.05,1.81,i-80
3162,9150,354,1113434049900,2.619,938.598,6042715.315,2133999.135,15.3,6.9,2,44.54,2.4,1,,,,,,,3158,3170,68.98,1.55,i-80
3187,9150,344,1113434049900,4.554,578.965,6042764.577,2133642.819,16.3,6.9,2,44.18,4.24,1,,,,,,,3178,3197,67.16,1.52,i-80
3146,9150,361,1113434049900,5.87,1184.985,6042681.067,2134243.223,16.8,7.4,2,54.11,4.55,1,,,,,,,3135,3151,162.95,3.01,i-80
3158,9150,347,1113434049900,2.714,1007.576,6042705.235,2134067.367,13.8,6.3,2,49.85,0.3,1,,,,,,,3151,3162,73.88,1.48,i-80
3170,9150,356,1113434049900,4.102,866.315,6042727.263,2133927.819,15.3,6.4,2,44.5,1.01,1,,,,,,,3162,3173,72.28,1.62,i-80
3200,9150,344,1113434049900,4.025,448.708,6042780.059,2133513.433,14.3,6.9,2,41.9,-11.2,1,,,,,,,3197,3205,59.95,1.43,i-80
3151,9160,352,1113434050900,6.096,1137.976,6042688.685,2134196.807,14.4,5.9,2,55.0,0.0,1,,,,,,,3146,3158,101.06,1.84,i-80
3173,9160,351,1113434050900,3.401,825.388,6042732.161,2133887.082,14.3,7.4,2,43.45,7.49,1,,,,,,,3170,3180,85.79,1.97,i-80
3158,9160,347,1113434050900,2.49,1057.703,6042697.43,2134116.893,13.8,6.3,2,58.17,8.73,1,,,,,,,3151,3162,80.27,1.38,i-80
3197,9160,343,1113434050900,2.988,551.479,6042766.458,2133615.351,14.8,6.9,2,44.05,4.85,1,,,,,,,3187,3200,72.42,1.64,i-80
3146,9160,361,1113434050900,6.711,1239.041,6042672.918,2134297.379,16.8,7.4,2,58.83,11.2,1,,,,,,,3135,3151,168.9,2.87,i-80
3162,9160,354,1113434050900,2.458,983.56,6042708.523,2134043.586,15.3,6.9,2,45.0,0.0,1,,,,,,,3158,3170,74.14,1.65,i-80
3200,9160,344,1113434050900,3.961,490.42,6042774.935,2133554.871,14.3,6.9,2,44.81,1.02,1,,,,,,,3197,3205,61.06,1.36,i-80
3187,9160,344,1113434050900,4.64,623.899,6042759.069,2133687.419,16.3,6.9,2,45.0,0.0,1,,,,,,,3178,3197,86.92,1.93,i-80
3180,9160,351,1113434050900,3.262,745.273,6042742.514,2133807.688,15.8,6.9,2,45.0,0.0,1,,,,,,,3173,3178,80.12,1.78,i-80
3170,9160,356,1113434050900,3.897,911.183,6042720.623,2133972.212,15.3,6.4,2,45.0,0.0,1,,,,,,,3162,3173,72.38,1.61,i-80
3180,9170,351,1113434051900,3.42,790.263,6042736.834,2133852.328,15.8,6.9,2,44.98,0.1,1,,,,,,,3173,3178,81.42,1.81,i-80
3173,9170,351,1113434051900,3.98,871.68,6042726.399,2133933.107,14.3,7.4,2,45.3,-1.55,1,,,,,,,3170,3180,84.45,1.86,i-80
3187,9170,344,1113434051900,4.696,668.88,6042753.553,2133732.08,16.3,6.9,2,42.74,11.2,1,,,,,,,3178,3197,106.51,2.49,i-80
3197,9170,343,1113434051900,3.092,596.399,6042760.951,2133659.943,14.8,6.9,2,45.0,0.0,1,,,,,,,3187,3200,72.48,1.61,i-80
3162,9170,354,1113434051900,2.602,1028.545,6042701.984,2134088.109,15.3,6.9,2,45.13,-1.44,1,,,,,,,3158,3170,87.43,1.94,i-80
3170,9170,356,1113434051900,4.014,956.131,6042714.109,2134016.68,15.3,6.4,2,44.5,1.79,1,,,,,,,3162,3173,72.41,1.63,i-80
3146,9170,361,1113434051900,6.315,1302.806,6042662.238,2134359.744,16.8,7.4,2,59.26,-3.37,1,,,,,,,3135,3151,165.86,2.8,i-80
3151,9170,352,1113434051900,6.669,1192.583,6042680.519,2134251.393,14.4,5.9,2,53.69,11.2,1,,,,,,,3146,3158,110.22,2.05,i-80
3158,9170,347,1113434051900,2.372,1115.979,6042688.425,2134174.479,13.8,6.3,2,54.95,-0.05,1,,,,,,,3151,3162,76.6,1.39,i-80
3200,9170,344,1113434051900,3.952,535.401,6042769.42,2133599.525,14.3,6.9,2,44.92,0.39,1,,,,,,,3197,3205,61.0,1.36,i-80
3197,9180,343,1113434052900,3.158,641.401,6042755.435,2133704.603,14.8,6.9,2,45.01,-0.04,1,,,,,,,3187,3200,78.17,1.74,i-80
3173,9180,351,1113434052900,3.907,916.695,6042719.826,2133977.622,14.3,7.4,2,44.97,-2.88,1,,,,,,,3170,3178,84.37,1.88,i-80
3162,9180,354,1113434052900,3.064,1077.938,6042694.899,2134137.055,15.3,6.9,2,56.99,-11.2,1,,,,,,,3158,3170,93.03,1.63,i-80
3146,9180,361,1113434052900,6.18,1361.735,6042652.679,2134417.387,16.8,7.4,2,58.21,-11.2,1,,,,,,,3135,3151,169.21,2.91,i-80
3187,9180,344,1113434052900,3.268,719.574,6042745.803,2133782.119,16.3,6.9,2,46.01,-4.54,1,,,,,,,3180,3197,115.61,2.51,i-80
3180,9180,351,1113434052900,3.723,835.18,6042731.174,2133896.876,15.8,6.9,2,45.79,9.54,1,,,,,,,3178,3187,1.06,0.02,i-80
3158,9180,347,1113434052900,2.303,1170.965,6042679.767,2134228.795,13.8,6.3,2,55.06,-0.67,1,,,,,,,3151,3162,79.59,1.45,i-80
3170,9180,356,1113434052900,3.227,1001.065,6042706.701,2134061.013,15.3,6.4,2,45.01,-0.04,1,,,,,,,3162,3173,76.87,1.71,i-80
3200,9180,344,1113434052900,4.058,580.395,6042763.905,2133644.186,14.3,6.9,2,45.0,0.0,1,,,,,,,3197,3205,61.01,1.36,i-80
3151,9180,352,1113434052900,6.572,1250.558,6042671.005,2134308.039,14.4,5.9,2,58.92,-0.07,1,,,,,,,3146,3158,111.18,1.89,i-80
3173,9190,351,1113434053900,3.172,961.554,6042712.476,2134021.925,14.3,7.4,2,45.0,0.0,1,,,,,,,3170,3178,83.99,1.87,i-80
3200,9190,344,1113434053900,4.141,625.396,6042758.389,2133688.847,14.3,6.9,2,45.15,-1.6,1,,,,,,,3197,3205,62.36,1.38,i-80
3151,9190,352,1113434053900,6.502,1309.479,6042661.381,2134366.151,14.4,5.9,2,58.9,0.07,1,,,,,,,3146,3158,112.15,1.9,i-80
3180,9190,351,1113434053900,3.666,882.193,6042724.63,2133943.483,15.8,6.9,2,45.23,-2.83,1,,,,,,,3178,3187,15.48,0.34,i-80
3146,9190,361,1113434053900,5.916,1421.629,6042642.798,2134476.785,16.8,7.4,2,63.08,11.2,1,,,,,,,3135,3151,171.52,2.72,i-80
3162,9190,354,1113434053900,3.107,1129.456,6042687.069,2134187.924,15.3,6.9,2,50.01,-0.06,1,,,,,,,3158,3170,96.3,1.93,i-80
3170,9190,356,1113434053900,3.386,1045.541,6042700.104,2134105.437,15.3,6.4,2,46.85,11.2,1,,,,,,,3162,3173,83.91,1.79,i-80
3197,9190,343,1113434053900,2.864,687.76,6042749.375,2133750.568,14.8,6.9,2,51.8,-0.06,1,,,,,,,3187,3200,80.73,1.56,i-80
3187,9190,344,1113434053900,3.353,768.493,6042739.593,2133830.739,16.3,6.9,2,52.56,-11.2,1,,,,,,,3180,3197,113.7,2.16,i-80
3158,9190,347,1113434053900,2.65,1225.753,6042671.172,2134283.118,13.8,6.3,2,55.08,11.2,1,,,,,,,3151,3162,83.73,1.52,i-80
3180,9200,351,1113434054900,2.906,927.059,6042717.301,2133987.769,15.8,6.9,2,45.0,0.0,1,,,,,,,3178,3187,25.25,0.56,i-80
3200,9200,344,1113434054900,4.242,670.768,6042752.804,2133734.389,14.3,6.9,2,47.51,11.2,1,,,,,,,3197,3205,65.74,1.38,i-80
3197,9200,343,1113434054900,1.721,736.509,6042742.116,2133798.836,14.8,6.9,2,47.97,11.2,1,,,,,,,3187,3200,82.24,1.71,i-80
3151,9200,352,1113434054900,6.335,1368.393,6042651.721,2134424.258,14.4,5.9,2,58.93,-0.14,1,,,,,,,3146,3158,116.3,1.97,i-80
3170,9200,356,1113434054900,3.511,1096.844,6042692.519,2134155.413,15.3,6.4,2,48.73,-11.2,1,,,,,,,3162,3173,82.62,1.7,i-80
3187,9200,344,1113434054900,3.607,818.747,6042733.236,2133880.6,16.3,6.9,2,50.41,-3.25,1,,,,,,,3180,3197,108.31,2.15,i-80
3162,9200,354,1113434054900,2.759,1179.46,6042678.883,2134237.272,15.3,6.9,2,49.76,1.18,1,,,,,,,3158,3170,104.56,2.1,i-80
3173,9200,351,1113434054900,3.219,1006.552,6042705.884,2134066.44,14.3,7.4,2,45.06,-0.67,1,,,,,,,3170,3178,90.29,2.0,i-80
3158,9200,347,1113434054900,3.116,1284.019,6042662.146,2134340.478,13.8,6.3,2,58.85,-0.03,1,,,,,,,3151,3162,84.37,1.43,i-80
3146,9200,361,1113434054900,5.74,1484.694,6042632.534,2134538.747,16.8,7.4,2,63.46,-4.67,1,,,,,,,0,3151,0.0,0.0,i-80
3197,9210,343,1113434055900,1.895,783.627,6042736.146,2133845.865,14.8,6.9,2,42.1,11.2,1,,,,,,,3187,3200,86.47,2.05,i-80
3200,9210,344,1113434055900,2.724,721.571,6042745.007,2133784.08,14.3,6.9,2,47.4,11.2,1,,,,,,,3197,3205,62.06,1.31,i-80
3162,9210,354,1113434055900,2.888,1229.467,6042670.834,2134286.602,15.3,6.9,2,50.33,-11.2,1,,,,,,,3158,3170,113.39,2.25,i-80
3158,9210,347,1113434055900,3.758,1342.858,6042653.288,2134398.649,13.8,6.3,2,58.84,0.0,1,,,,,,,3151,3162,84.44,1.44,i-80
3180,9210,351,1113434055900,2.953,972.059,6042710.709,2134032.284,15.8,6.9,2,45.01,-0.04,1,,,,,,,3178,3187,31.1,0.69,i-80
3146,9210,361,1113434055900,5.555,1547.967,6042622.135,2134601.428,16.8,7.4,2,68.64,-1.65,1,,,,,,,0,3151,0.0,0.0,i-80
3173,9210,351,1113434055900,3.343,1051.195,6042699.265,2134110.594,14.3,7.4,2,48.96,11.2,1,,,,,,,3170,3178,94.1,1.92,i-80
3187,9210,344,1113434055900,3.337,870.1,6042725.982,2133931.45,16.3,6.9,2,51.1,-5.27,1,,,,,,,3180,3197,101.96,2.0,i-80
3151,9210,352,1113434055900,6.08,1427.299,6042642.061,2134482.366,14.4,5.9,2,58.93,-0.34,1,,,,,,,3146,3158,120.67,2.05,i-80
3170,9210,356,1113434055900,3.348,1145.296,6042684.823,2134203.606,15.3,6.4,2,48.34,0.28,1,,,,,,,3162,3173,84.17,1.74,i-80
3200,9220,344,1113434056900,2.852,771.274,6042738.738,2133833.417,14.3,6.9,2,50.0,0.0,1,,,,,,,3197,3205,59.49,1.19,i-80
3158,9220,347,1113434056900,4.337,1401.97,6042644.425,2134456.841,13.8,6.3,2,58.09,-11.2,1,,,,,,,3151,3162,84.79,1.46,i-80
3197,9220,343,1113434056900,2.191,830.761,6042730.238,2133892.325,14.8,6.9,2,49.7,4.02,1,,,,,,,3187,3200,89.42,1.8,i-80
3187,9220,344,1113434056900,3.168,920.176,6042718.575,2133981.0,16.3,6.9,2,50.0,0.0,1,,,,,,,3180,3197,96.92,1.94,i-80
3162,9220,354,1113434056900,3.059,1284.093,6042662.078,2134340.541,15.3,6.9,2,60.09,-11.2,1,,,,,,,3158,3170,117.88,1.96,i-80
3180,9220,351,1113434056900,2.998,1017.097,6042704.09,2134076.972,15.8,6.9,2,41.47,11.2,1,,,,,,,3178,3187,34.7,0.84,i-80
3146,9220,361,1113434056900,6.09,1613.231,6042612.324,2134665.897,16.8,7.4,2,63.75,0.0,1,,,,,,,0,3151,0.0,0.0,i-80
3151,9220,352,1113434056900,5.893,1486.756,6042632.382,2134540.626,14.4,5.9,2,56.26,-11.2,1,,,,,,,3146,3158,126.47,2.25,i-80
3173,9220,351,1113434056900,4.449,1101.948,6042692.615,2134160.942,14.3,7.4,2,45.26,-1.42,1,,,,,,,3170,3178,92.07,2.03,i-80
3170,9220,356,1113434056900,3.404,1194.016,6042677.124,2134251.905,15.3,6.4,2,46.38,11.2,1,,,,,,,3162,3173,90.08,1.94,i-80
3180,9230,351,1113434057900,2.864,1062.114,6042697.126,2134121.314,15.8,6.9,2,50.31,1.16,1,,,,,,,3178,3187,43.41,0.86,i-80
3173,9230,351,1113434057900,4.411,1147.12,6042685.588,2134205.572,14.3,7.4,2,46.67,-0.35,1,,,,,,,3170,3178,93.62,2.01,i-80
3151,9230,352,1113434057900,5.902,1542.979,6042623.277,2134596.504,14.4,5.9,2,62.54,0.08,1,,,,,,,3146,3158,133.99,2.14,i-80
3200,9230,344,1113434057900,3.126,821.295,6042732.427,2133883.017,14.3,6.9,2,49.6,1.77,1,,,,,,,3197,3205,59.47,1.2,i-80
