Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
474,1865,574,1113433321400,65.134,857.187,6042788.973,2133927.22,12.4,5.3,2,26.57,0.47,6,,,,,,,465,480,41.92,1.58,i-80
439,1865,669,1113433321400,69.388,1092.714,6042758.202,2134161.725,15.8,7.4,2,31.42,-8.53,6,,,,,,,420,458,48.97,1.56,i-80
439,1875,669,1113433322400,69.378,1122.699,6042753.608,2134191.432,15.8,7.4,2,29.19,-2.35,6,,,,,,,420,458,45.76,1.57,i-80
505,1875,590,1113433322400,66.781,696.17,6042811.736,2133766.92,12.3,6.8,2,24.99,0.04,6,,,,,,,495,509,25.7,1.03,i-80
491,1875,557,1113433322400,67.9,745.013,6042806.64,2133815.811,11.4,5.8,2,27.04,0.77,6,,,,,,,484,495,40.05,1.48,i-80
516,1875,514,1113433322400,71.416,648.829,6042822.252,2133720.412,13.8,6.3,2,20.0,0.0,6,,,,,,,509,518,21.73,1.09,i-80
458,1875,569,1113433322400,67.791,1024.145,6042767.082,2134093.699,16.8,7.4,2,34.39,5.54,6,,,,,,,439,465,98.55,2.87,i-80
518,1875,581,1113433322400,67.11,605.61,6042823.322,2133677.065,16.3,7.9,2,18.75,-2.87,6,,,,,,,516,536,43.22,2.31,i-80
480,1875,578,1113433322400,65.882,845.824,6042791.291,2133916.052,11.9,5.8,2,26.84,4.24,6,,,,,,,474,484,38.12,1.42,i-80
420,1875,769,1113433322400,66.845,1168.459,6042743.896,2134236.485,15.8,6.4,2,29.09,-4.34,6,,,,,,,409,439,234.63,8.07,i-80
474,1875,574,1113433322400,64.748,883.939,6042784.883,2133953.66,12.4,5.3,2,25.72,-9.55,6,,,,,,,465,480,45.17,1.76,i-80
465,1875,450,1113433322400,65.666,929.111,6042779.072,2133999.056,15.3,6.9,2,30.0,0.0,6,,,,,,,458,474,95.03,3.17,i-80
484,1875,565,1113433322400,64.929,785.063,6042798.505,2133855.128,13.3,7.3,2,29.13,-3.66,6,,,,,,,480,491,60.76,2.09,i-80
474,1885,574,1113433323400,64.371,910.566,6042780.526,2133980.523,12.4,5.3,2,27.52,0.2,6,,,,,,,465,480,48.44,1.76,i-80
465,1885,450,1113433323400,65.132,959.008,6042774.134,2134028.543,15.3,6.9,2,29.74,1.43,6,,,,,,,458,474,100.39,3.38,i-80
439,1885,669,1113433323400,69.354,1152.49,6042748.885,2134221.059,15.8,7.4,2,30.0,0.0,6,,,,,,,420,458,44.87,1.5,i-80
518,1885,581,1113433323400,67.14,625.317,6042820.914,2133696.559,16.3,7.9,2,20.0,0.91,6,,,,,,,516,536,44.24,2.21,i-80
516,1885,514,1113433323400,71.448,669.556,6042819.696,2133741.104,13.8,6.3,2,21.93,-2.98,6,,,,,,,509,518,29.6,1.35,i-80
458,1885,569,1113433323400,68.404,1059.396,6042762.314,2134128.624,16.8,7.4,2,37.01,6.31,6,,,,,,,439,465,93.09,2.52,i-80
420,1885,769,1113433323400,66.938,1197.357,6042739.276,2134265.468,15.8,6.4,2,28.76,-2.6,6,,,,,,,409,439,243.62,8.47,i-80
505,1885,590,1113433323400,64.706,721.16,6042806.551,2133791.446,12.3,6.8,2,25.04,0.0,6,,,,,,,495,509,25.81,1.03,i-80
480,1885,578,1113433323400,66.166,873.179,6042787.779,2133943.202,11.9,5.8,2,27.47,0.0,6,,,,,,,474,484,37.39,1.36,i-80
491,1885,557,1113433323400,67.551,773.215,6042802.639,2133843.727,11.4,5.8,2,28.96,0.56,6,,,,,,,484,495,40.09,1.38,i-80
484,1885,565,1113433323400,64.499,813.307,6042794.314,2133883.271,13.3,7.3,2,28.0,-0.33,6,,,,,,,480,491,59.87,2.14,i-80
480,1895,578,1113433324400,66.615,898.542,6042784.517,2133968.98,11.9,5.8,2,24.92,1.79,6,,,,,,,474,484,38.33,1.54,i-80
505,1895,590,1113433324400,63.268,746.891,6042801.803,2133817.076,12.3,6.8,2,28.41,0.05,6,,,,,,,495,509,28.07,0.99,i-80
465,1895,450,1113433324400,64.965,988.996,6042769.544,2134058.183,15.3,6.9,2,30.0,0.0,6,,,,,,,458,474,107.82,3.59,i-80
474,1895,574,1113433324400,64.17,936.869,6042776.448,2134006.506,12.4,5.3,2,25.52,-0.02,6,,,,,,,465,480,52.13,2.04,i-80
484,1895,565,1113433324400,65.229,840.122,6042791.461,2133910.079,13.3,7.3,2,25.47,-2.24,6,,,,,,,480,491,58.42,2.29,i-80
491,1895,557,1113433324400,66.721,801.431,6042798.093,2133871.793,11.4,5.8,2,26.23,-3.43,6,,,,,,,484,495,38.69,1.48,i-80
516,1895,514,1113433324400,71.196,693.897,6042816.402,2133765.209,13.8,6.3,2,26.71,-0.19,6,,,,,,,509,518,32.5,1.22,i-80
518,1895,581,1113433324400,67.306,646.431,6042818.469,2133717.532,16.3,7.9,2,21.9,5.46,6,,,,,,,516,536,47.47,2.17,i-80
420,1895,769,1113433324400,67.125,1225.382,6042734.864,2134293.149,15.8,6.4,2,26.62,-7.25,6,,,,,,,409,439,254.72,9.57,i-80
439,1895,669,1113433324400,69.335,1182.229,6042744.163,2134250.686,15.8,7.4,2,28.65,0.38,6,,,,,,,420,458,43.15,1.51,i-80
458,1895,569,1113433324400,71.503,1096.814,6042759.668,2134166.092,16.8,7.4,2,35.64,-6.36,6,,,,,,,439,465,85.41,2.4,i-80
474,1905,574,1113433325400,63.628,963.851,6042771.93,2134033.126,12.4,5.3,2,28.72,-2.54,6,,,,,,,465,480,55.22,1.92,i-80
480,1905,578,1113433325400,66.214,924.959,6042780.226,2133995.032,11.9,5.8,2,28.54,-0.39,6,,,,,,,474,484,38.89,1.36,i-80
505,1905,590,1113433325400,63.368,775.104,6042798.248,2133845.051,12.3,6.8,2,25.47,-6.14,6,,,,,,,495,509,27.56,1.08,i-80
491,1905,557,1113433325400,66.562,827.885,6042794.423,2133898.005,11.4,5.8,2,28.31,2.87,6,,,,,,,484,495,40.78,1.44,i-80
518,1905,581,1113433325400,68.157,671.453,6042816.195,2133742.563,16.3,7.9,2,26.09,1.24,6,,,,,,,516,536,48.92,1.88,i-80
420,1905,769,1113433325400,67.232,1250.812,6042730.811,2134318.187,15.8,6.4,2,28.05,11.2,6,,,,,,,409,439,270.3,9.64,i-80
516,1905,514,1113433325400,70.48,720.374,6042812.378,2133791.391,13.8,6.3,2,25.33,-3.32,6,,,,,,,509,518,30.66,1.21,i-80
439,1905,669,1113433325400,69.535,1211.986,6042739.441,2134280.313,15.8,7.4,2,30.0,0.0,6,,,,,,,420,458,38.83,1.29,i-80
458,1905,569,1113433325400,71.385,1131.471,6042754.184,2134200.637,16.8,7.4,2,34.83,2.69,6,,,,,,,439,465,80.52,2.31,i-80
484,1905,565,1113433325400,65.13,868.668,6042787.377,2133938.595,13.3,7.3,2,29.95,0.36,6,,,,,,,480,491,56.29,1.88,i-80
465,1905,450,1113433325400,64.997,1019.075,6042765.127,2134088.016,15.3,6.9,2,31.24,7.13,6,,,,,,,458,474,112.4,3.6,i-80
420,1915,769,1113433326400,65.857,1281.802,6042724.423,2134348.412,15.8,6.4,2,31.13,0.27,6,,,,,,,409,439,282.14,9.06,i-80
484,1915,565,1113433326400,64.748,898.058,6042782.745,2133968.201,13.3,7.3,2,29.94,-0.7,6,,,,,,,480,491,55.88,1.87,i-80
458,1915,569,1113433326400,71.364,1166.353,6042748.694,2134235.082,16.8,7.4,2,33.42,-7.03,6,,,,,,,439,465,75.62,2.26,i-80
516,1915,514,1113433326400,70.514,745.049,6042809.228,2133816.181,13.8,6.3,2,25.0,0.0,6,,,,,,,509,518,30.88,1.24,i-80
465,1915,450,1113433326400,65.23,1053.154,6042760.129,2134121.969,15.3,6.9,2,35.64,6.31,6,,,,,,,458,474,113.2,3.18,i-80
505,1915,590,1113433326400,63.489,799.868,6042795.096,2133869.822,12.3,6.8,2,25.0,0.0,6,,,,,,,495,509,30.72,1.23,i-80
480,1915,578,1113433326400,65.503,953.943,6042775.242,2134023.627,11.9,5.8,2,30.69,-2.5,6,,,,,,,474,484,39.44,1.28,i-80
491,1915,557,1113433326400,65.568,855.937,6042789.576,2133926.041,11.4,5.8,2,28.18,0.4,6,,,,,,,484,495,42.12,1.49,i-80
518,1915,581,1113433326400,67.388,698.306,6042812.072,2133769.105,16.3,7.9,2,27.05,-0.2,6,,,,,,,516,536,46.74,1.73,i-80
474,1915,574,1113433326400,63.681,993.378,6042767.626,2134062.344,12.4,5.3,2,28.37,-7.51,6,,,,,,,465,480,59.78,2.11,i-80
439,1915,669,1113433326400,69.734,1241.976,6042734.718,2134309.94,15.8,7.4,2,30.01,0.68,6,,,,,,,420,458,39.83,1.33,i-80
465,1925,450,1113433327400,68.393,1090.547,6042757.55,2134159.424,15.3,6.9,2,37.0,-6.3,6,,,,,,,458,474,106.94,2.89,i-80
474,1925,574,1113433327400,63.72,1021.659,6042763.455,2134090.507,12.4,5.3,2,27.06,5.85,6,,,,,,,465,480,68.89,2.55,i-80
484,1925,565,1113433327400,67.832,926.635,6042781.578,2133996.933,13.3,7.3,2,28.09,1.13,6,,,,,,,480,491,57.37,2.04,i-80
420,1925,769,1113433327400,65.099,1310.833,6042718.991,2134376.941,15.8,6.4,2,27.31,0.1,6,,,,,,,409,439,294.2,10.77,i-80
518,1925,581,1113433327400,66.094,725.317,6042807.41,2133795.725,16.3,7.9,2,26.81,-3.8,6,,,,,,,516,536,44.73,1.67,i-80
491,1925,557,1113433327400,64.537,884.262,6042784.622,2133954.001,11.4,5.8,2,28.1,-1.21,6,,,,,,,484,495,42.37,1.51,i-80
439,1925,669,1113433327400,68.595,1274.117,6042728.365,2134341.268,15.8,7.4,2,33.11,-3.01,6,,,,,,,420,458,36.72,1.11,i-80
458,1925,569,1113433327400,71.457,1197.49,6042743.717,2134266.31,16.8,7.4,2,30.06,-1.54,6,,,,,,,439,465,76.63,2.55,i-80
505,1925,590,1113433327400,63.652,824.868,6042791.94,2133894.622,12.3,6.8,2,24.99,-0.09,6,,,,,,,495,509,33.3,1.33,i-80
516,1925,514,1113433327400,70.599,770.049,6042806.072,2133840.981,13.8,6.3,2,25.0,0.0,6,,,,,,,509,518,29.62,1.18,i-80
480,1925,578,1113433327400,65.416,984.008,6042770.726,2134053.316,11.9,5.8,2,30.0,0.0,6,,,,,,,474,484,37.65,1.26,i-80
516,1935,514,1113433328400,70.704,794.811,6042802.917,2133865.781,13.8,6.3,2,24.88,2.01,6,,,,,,,509,518,27.9,1.12,i-80
505,1935,590,1113433328400,63.555,850.241,6042788.372,2133920.123,12.3,6.8,2,26.5,-0.07,6,,,,,,,495,509,34.34,1.3,i-80
439,1935,669,1113433328400,67.281,1305.234,6042722.052,2134371.743,15.8,7.4,2,28.03,1.69,6,,,,,,,420,458,32.92,1.17,i-80
458,1935,569,1113433328400,71.656,1227.453,6042738.994,2134295.937,16.8,7.4,2,30.04,1.49,6,,,,,,,439,465,77.78,2.59,i-80
491,1935,557,1113433328400,64.003,910.926,6042780.108,2133980.835,11.4,5.8,2,26.28,4.43,6,,,,,,,484,495,44.58,1.7,i-80
480,1935,578,1113433328400,65.444,1013.0,6042766.473,2134082.021,11.9,5.8,2,26.02,-11.2,6,,,,,,,474,484,37.67,1.45,i-80
465,1935,450,1113433328400,68.612,1125.587,6042752.385,2134194.284,15.3,6.9,2,34.2,2.32,6,,,,,,,458,474,101.87,2.98,i-80
420,1935,769,1113433328400,65.363,1338.153,6042714.844,2134403.946,15.8,6.4,2,27.33,0.21,6,,,,,,,0,439,0.0,0.0,i-80
474,1935,574,1113433328400,63.875,1050.668,6042759.166,2134119.322,12.4,5.3,2,30.26,3.53,6,,,,,,,465,480,74.92,2.48,i-80
484,1935,565,1113433328400,68.802,955.508,6042778.28,2134025.624,13.3,7.3,2,29.74,0.76,6,,,,,,,480,491,57.49,1.93,i-80
518,1935,581,1113433328400,66.619,751.229,6042804.565,2133821.798,16.3,7.9,2,25.81,-2.86,6,,,,,,,516,536,43.58,1.69,i-80
516,1945,514,1113433329400,71.008,819.299,6042799.97,2133890.079,13.8,6.3,2,24.0,0.06,6,,,,,,,509,518,26.45,1.1,i-80
480,1945,578,1113433329400,65.562,1037.679,6042762.815,2134106.734,11.9,5.8,2,25.0,0.0,6,,,,,,,474,484,45.66,1.83,i-80
491,1945,557,1113433329400,63.639,938.831,6042775.637,2134008.345,11.4,5.8,2,27.55,11.2,6,,,,,,,484,495,46.65,1.69,i-80
420,1945,769,1113433329400,65.224,1366.689,6042710.126,2134431.985,15.8,6.4,2,31.27,-1.82,6,,,,,,,0,439,0.0,0.0,i-80
484,1945,565,1113433329400,68.185,985.484,6042773.247,2134055.188,13.3,7.3,2,30.02,0.0,6,,,,,,,480,491,52.2,1.74,i-80
518,1945,581,1113433329400,66.763,775.217,6042801.599,2133845.606,16.3,7.9,2,23.42,-1.16,6,,,,,,,516,536,44.08,1.88,i-80
439,1945,669,1113433329400,67.211,1334.562,6042717.248,2134400.697,15.8,7.4,2,29.98,-0.26,6,,,,,,,420,458,32.13,1.07,i-80
458,1945,569,1113433329400,71.237,1260.682,6042733.133,2134328.644,16.8,7.4,2,35.88,1.71,6,,,,,,,439,465,73.88,2.06,i-80
505,1945,590,1113433329400,63.176,876.185,6042784.401,2133945.763,12.3,6.8,2,24.99,0.02,6,,,,,,,495,509,36.97,1.48,i-80
465,1945,450,1113433329400,68.59,1160.498,6042746.875,2134228.849,15.3,6.9,2,35.0,0.0,6,,,,,,,458,474,100.18,2.86,i-80
474,1945,574,1113433329400,66.519,1083.341,6042756.8,2134151.996,12.4,5.3,2,33.3,-0.69,6,,,,,,,465,480,77.16,2.32,i-80
516,1955,514,1113433330400,71.043,842.606,6042796.863,2133913.474,13.8,6.3,2,21.87,3.37,6,,,,,,,509,518,25.56,1.17,i-80
474,1955,574,1113433330400,67.356,1114.317,6042752.902,2134182.749,12.4,5.3,2,30.0,0.0,6,,,,,,,465,480,80.68,2.69,i-80
458,1955,569,1113433330400,69.335,1296.095,6042725.55,2134363.077,16.8,7.4,2,32.36,-7.37,6,,,,,,,439,465,69.38,2.14,i-80
439,1955,669,1113433330400,67.133,1365.477,6042712.198,2134431.13,15.8,7.4,2,31.51,-3.5,6,,,,,,,420,458,32.26,1.02,i-80
420,1955,769,1113433330400,65.068,1397.733,6042705.014,2134462.601,15.8,6.4,2,31.04,0.0,6,,,,,,,0,439,0.0,0.0,i-80
484,1955,565,1113433330400,68.216,1015.488,6042768.852,2134084.864,13.3,7.3,2,29.39,-5.58,6,,,,,,,480,491,49.64,1.69,i-80
505,1955,590,1113433330400,63.104,900.624,6042780.744,2133970.476,12.3,6.8,2,26.24,10.31,6,,,,,,,495,509,40.01,1.52,i-80
480,1955,578,1113433330400,66.368,1065.131,6042759.424,2134133.999,11.9,5.8,2,32.2,3.28,6,,,,,,,474,484,49.19,1.53,i-80
518,1955,581,1113433330400,66.745,797.702,6042798.611,2133868.106,16.3,7.9,2,22.46,-0.59,6,,,,,,,516,536,44.9,2.0,i-80
491,1955,557,1113433330400,63.394,968.163,6042771.064,2134037.345,11.4,5.8,2,27.83,-4.75,6,,,,,,,484,495,47.33,1.7,i-80
465,1955,450,1113433330400,68.663,1195.0,6042741.366,2134263.414,15.3,6.9,2,35.0,0.0,6,,,,,,,458,474,101.1,2.89,i-80
420,1965,769,1113433331400,64.792,1428.483,6042699.823,2134492.957,15.8,6.4,2,28.67,-6.84,6,,,,,,,0,439,0.0,0.0,i-80
516,1965,514,1113433331400,71.047,866.18,6042793.582,2133936.951,13.8,6.3,2,25.02,0.11,6,,,,,,,509,518,23.84,0.95,i-80
518,1965,581,1113433331400,66.776,819.789,6042795.709,2133890.014,16.3,7.9,2,21.96,0.14,6,,,,,,,516,520,46.39,2.11,i-80
505,1965,590,1113433331400,63.129,926.614,6042776.931,2133996.213,12.3,6.8,2,25.0,0.0,6,,,,,,,495,509,38.9,1.56,i-80
458,1965,569,1113433331400,69.25,1326.724,6042720.526,2134393.283,16.8,7.4,2,31.26,2.89,6,,,,,,,439,465,69.47,2.22,i-80
465,1965,450,1113433331400,68.895,1230.001,6042735.856,2134297.979,15.3,6.9,2,35.0,0.0,6,,,,,,,458,474,96.72,2.76,i-80
491,1965,557,1113433331400,63.423,997.011,6042766.837,2134065.883,11.4,5.8,2,30.0,0.0,6,,,,,,,484,495,47.6,1.59,i-80
484,1965,565,1113433331400,68.37,1044.615,6042764.526,2134114.063,13.3,7.3,2,28.71,-8.62,6,,,,,,,480,491,52.71,1.84,i-80
480,1965,578,1113433331400,69.165,1097.33,6042757.279,2134166.244,11.9,5.8,2,30.58,-5.73,6,,,,,,,474,484,46.7,1.53,i-80
439,1965,669,1113433331400,67.009,1396.193,6042707.175,2134461.397,15.8,7.4,2,30.38,-4.66,6,,,,,,,420,458,32.29,1.06,i-80
474,1965,574,1113433331400,67.296,1144.025,6042748.18,2134212.377,12.4,5.3,2,30.0,0.0,6,,,,,,,465,480,85.98,2.87,i-80
465,1975,450,1113433332400,68.42,1266.296,6042729.436,2134333.705,15.3,6.9,2,38.6,2.68,6,,,,,,,458,474,91.09,2.36,i-80
458,1975,569,1113433332400,69.177,1357.382,6042715.501,2134423.568,16.8,7.4,2,31.48,0.35,6,,,,,,,439,465,68.79,2.19,i-80
